timestamp,text,username,location,following,followers,about,lang,likes,retweets
2020-12-15 23:40:22,b'RT @_Sufy2: Mendy to Lampard: E be like say my clean sheet bundle don expire ooooo\n\n#WOLCHE https://t.co/nzji8YXUlx',b'BuchiOscar',b'',1599,1605,"b'Son of God, Proud husband to an AMAZING wife etc I am all I am by the grace of God.'",en,0,108
2020-12-15 23:40:20,b'RT @PrinceIkerave: Me as mendy:\nMake I show you my kepabilities \n#WOLCHE #Lampard #Werner #Havertz https://t.co/qJfx8GNkUD',b'TheRealShegz',b'Port Harcourt',664,364,"b'Pharmacist | Enthusiast of history, travels, places, biographies and lots more | Football lover ; Arsenal FC \xf0\x9f\x94\xb4\xf0\x9f\x94\xb4\xf0\x9f\x94\xb4'",en,0,56
2020-12-15 23:40:12,"b'RT @pauxy38: Timo Werner still dey Leipzig..\nYou see the one wey Lampard buy,na Werner Bros\n\n#WOLCHE'",b'BuchiOscar',b'',1599,1605,"b'Son of God, Proud husband to an AMAZING wife etc I am all I am by the grace of God.'",en,0,164
2020-12-15 23:40:10,b'RT @ChelseaFC: FT. #WOLCHE https://t.co/A0lqCPy39T',b'ElemohK',"b'Lagos, Nigeria'",1022,113,b'',und,0,981
2020-12-15 23:40:02,"b""RT @ChelseaFC: Penalty to Wolves.\n\n\xf0\x9f\x90\xba 1-1 \xf0\x9f\x94\xb5 [80'] #WOLCHE""",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",en,0,89
2020-12-15 23:39:57,"b""RT @ChelseaFC: He makes it look so easy \xf0\x9f\x91\x80\xf0\x9f\x91\x80\n\nIn our last outing against Wolves, @masonmount_10 showed us all the technique he's been working\xe2\x80\xa6""",b'NEOinkya_',b'',434,552,b'\xe3\x82\x8a\xe3\x82\x93\xe3\x81\x94\xe3\x83\x91\xe3\x83\xb3\xe3\x83\x81\xe3\x81\x99\xe3\x82\x8b\xe4\xba\xba\xe3\x81\x8c\xe5\xa5\xbd\xe3\x81\x8d\xe3\x81\xa7\xe3\x82\x88\xe3\x81\x8a',en,0,688
2020-12-15 23:39:56,"b'RT @premierleague: GOAL Wolves 1-1 Chelsea (66 mins)\n\nWolves level through Daniel Podence, as he cuts inside and flashes a fierce shot past\xe2\x80\xa6'",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",en,0,105
2020-12-15 23:39:55,b'RT @premierleague: The late show \xf0\x9f\x98\x85\n\n#WOLCHE https://t.co/wrj3qopQ0x',b'Umar_Silame',"b'Sokoto, Nigeria'",197,230,b'Slowly but surely\xf0\x9f\xa6\x8b',en,0,492
2020-12-15 23:39:53,"b""RT @chelseafc_indo: Gol untuk Wolves. Podence samakan kedudukan.\n\n\xf0\x9f\x90\xba 1-1 \xf0\x9f\x94\xb5 [66'] #WOLCHE #CFCIndo""",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",in,0,2
2020-12-15 23:39:52,"b""RT @ideblad: Lampard still can't beat a team in top 13 and of course looses to Wolves. Loving this \xe2\x9d\xa4\xef\xb8\x8f\nLampard is the next coming n Jesus re\xe2\x80\xa6""",b'BuchiOscar',b'',1599,1605,"b'Son of God, Proud husband to an AMAZING wife etc I am all I am by the grace of God.'",en,0,3
2020-12-15 23:39:48,"b'RT @ChelseaFC: Get warm then, lads! \xf0\x9f\x91\x8a #WOLCHE https://t.co/6aNOrxiXkM'",b'ScottDa59856219',b'',67,79,b'Scott Davis\xe2\x9d\xa3\xef\xb8\x8f\xe2\x9d\xa3\xef\xb8\x8f\nDeal wit it\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',en,0,359
2020-12-15 23:39:40,"b""RT @ChelseaFC: Double substitution. \xf0\x9f\x94\x84\n\n\xf0\x9f\x90\xba 1-1 \xf0\x9f\x94\xb5 [71'] #WOLCHE https://t.co/hZwMdppNzF""",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",fr,0,131
2020-12-15 23:39:39,b'RT @harleyr_: Chelsea unbeaten in 17 games and pushing for the title before Everton and Wolves... #CFC #WOLCHE #CHELSEA https://t.co/TPHJMx\xe2\x80\xa6',b'MilkmanDistin',"b""Prince Rupert's Tower""",1425,380,b'Evertonian',en,0,3
2020-12-15 23:39:29,b'\xe3\x81\x93\xe3\x81\xae\xe8\xa8\x98\xe4\xba\x8b\xe6\x80\x9d\xe3\x81\x84\xe5\x87\xba\xe3\x81\x97\xe3\x81\x9f\xef\xbc\x81\n\xe4\xbb\x8a\xe6\x9c\x9d\xe3\x81\xae\xe3\x83\x81\xe3\x82\xa7\xe3\x83\xab\xe3\x82\xb7\xe3\x83\xbc\xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3\xe3\x81\xaf\xe3\x81\xbe\xe3\x81\x95\xe3\x81\xab\xe3\x81\x93\xe3\x82\x93\xe3\x81\xaa\xe6\x84\x9f\xe3\x81\x98\xef\xbc\x9f #WOLCHE  https://t.co/CLaXW2DaCu',b'masa_hase17467',b'',296,300,b'ChelseaFC\xe3\x81\xae\xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3\xe3\x81\xa7\xe3\x81\x9f\xe3\x81\xbe\xe3\x81\xab\xe6\xb8\xa1\xe8\x8b\xb1 \xe7\x8f\xbe\xe5\x9c\xb0\xe8\xa6\xb3\xe6\x88\xa65\xe5\x8b\x9d4\xe5\x88\x861\xe6\x95\x97\xef\xbc\x8fMetal\xe3\x82\x92\xe5\xa5\xbd\xe3\x82\x93\xe3\x81\xa7\xe8\x81\xb4\xe3\x81\x8d \xe5\xa5\xbd\xe3\x81\x8d\xe3\x81\xaa\xe3\x83\x90\xe3\x83\xb3\xe3\x83\x89\xe3\x81\xae\xe3\x83\xa9\xe3\x82\xa4\xe3\x83\xb4\xe3\x81\xab\xe3\x81\xaf\xe7\x89\x87\xe3\x81\xa3\xe7\xab\xaf\xe3\x81\x8b\xe3\x82\x89\xe9\xa1\x94\xe3\x82\x92\xe5\x87\xba\xe3\x81\x99\xef\xbc\x8f\xe9\x80\x9a\xe5\xb9\xb4Surfing \xe3\x81\xa1\xe3\x81\xb0\xe3\x82\x89\xe3\x81\x8d\xe3\x83\x99\xe3\x83\xbc\xe3\x82\xb9\xe3\x81\xa7\xe5\x8f\xb0\xe9\xa2\xa8\xe3\x81\x8c\xe6\x9d\xa5\xe3\x82\x8c\xe3\x81\xb0\xe6\xb9\x98\xe5\x8d\x97 \xe5\x86\xac\xe5\x9e\x8b\xe6\x8a\x9c\xe3\x81\x91\xe3\x81\x9f\xe3\x82\x89\xe3\x81\x9f\xe3\x81\xbe\xe3\x81\xab\xe6\x97\xa5\xe6\x9c\xac\xe6\xb5\xb7\xe3\x81\xab\xe5\x87\xba\xe6\xb2\xa1\xef\xbc\x8fBC\xe3\x83\xa1\xe3\x82\xa4\xe3\x83\xb3\xe3\x81\xabSnowboarding \xe8\xb0\xb7\xe5\xb7\x9d\xe5\xb2\xb3\xe3\x81\xab\xe5\x87\xba\xe6\xb2\xa1\xef\xbc\x8f\xe7\xad\x8b\xe3\x83\x88\xe3\x83\xac\xef\xbc\x8f\xe8\x87\xaa\xe8\xbb\xa2\xe8\xbb\x8a\xef\xbc\x8f\xe6\x9f\xb4\xe7\x8a\xac\xe3\x81\x8c\xe5\xa4\xa7\xe5\xa5\xbd\xe7\x89\xa9',ja,0,0
2020-12-15 23:39:27,b'Havertz vs Wolves |German superstar #WOLCHE https://t.co/9fc7RH4ml3',b'whualfie_',b'',339,445,b'',en,1,0
2020-12-15 23:39:24,"b""RT @ChelseaFC: Goal for Wolves. Podence. \n\n\xf0\x9f\x90\xba 1-1 \xf0\x9f\x94\xb5 [66'] #WOLCHE""",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",en,0,190
2020-12-15 23:39:21,b'RT @premierleague: \xf0\x9d\x99\x8a\xf0\x9d\x99\x87\xf0\x9d\x99\x84\xf0\x9d\x99\x91\xf0\x9d\x99\x84\xf0\x9d\x99\x80\xf0\x9d\x99\x8d \xf0\x9d\x99\x82\xf0\x9d\x99\x84\xf0\x9d\x99\x8d\xf0\x9f\x92\xa5\xf0\x9d\x99\x90\xf0\x9d\x98\xbf\n\n#WOLCHE https://t.co/ylvhBoLByd',b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",en,0,84
2020-12-15 23:39:19,b'RT @chelseafc_indo: Satu kata: Fantastis. \xf0\x9f\x91\x8c\n\n#WOLCHE #CFCIndo\nhttps://t.co/Dc7BRNEW38',b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",in,0,4
2020-12-15 23:39:16,b'RT @OfficialFPL: Goal - NETO\nAssist - VITINHA\n\nWolves 2-1 Chelsea (90+5 mins)\n\n#WOLCHE #FPL',b'DawDigitalWorks',b'Planet Earth',5000,715,b'http://t.co/zTwILBZBYC updates daily.https://t.co/BtUFpf3fXJ',pt,0,173
2020-12-15 23:39:12,b'RT @ChelseaFC: Magnifique. \xf0\x9f\x91\x8c\n\n#WOLCHE https://t.co/48QF5fNBLS',b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",fr,0,279
2020-12-15 23:39:09,"b'RT @chubiei: Lampard has No tactics or gameplan, just vibes and 200 million on transfers\n\n #WOLCHE https://t.co/3LZlzTWq5y'",b'BuchiOscar',b'',1599,1605,"b'Son of God, Proud husband to an AMAZING wife etc I am all I am by the grace of God.'",en,0,97
2020-12-15 23:39:09,"b'RT @chelseafc_indo: Oli memecah kebuntuan!  \xf0\x9f\x94\xa5\n\nGol brilian dari bomber Prancis, yang berada di depan pemain lawan dan melakukan tendangan v\xe2\x80\xa6'",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",in,0,2
2020-12-15 23:39:06,"b""RT @chelseafc_indo: GIROOOOUUUUUD! \xe2\x9a\xbd\xef\xb8\x8f\n\n\xf0\x9f\x90\xba 0-1 \xf0\x9f\x94\xb5 [49'] #WOLCHE #CFCIndo https://t.co/N7d4Q9MTAe""",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",en,0,3
2020-12-15 23:38:56,"b'RT @premierleague: GOAL Wolves 2-1 Chelsea (90+5 mins)\n\nWolves take a late, late lead! An incisive counter attack ends with Pedro Neto gett\xe2\x80\xa6'",b'OdeanPeart',b'Jamaica',166,124,b'Dream chaser',en,0,439
2020-12-15 23:38:53,b'RT @PrinceIkerave: Me as mendy:\nMake I show you my kepabilities \n#WOLCHE #Lampard #Werner #Havertz https://t.co/qJfx8GNkUD',b'BuchiOscar',b'',1599,1605,"b'Son of God, Proud husband to an AMAZING wife etc I am all I am by the grace of God.'",en,0,56
2020-12-15 23:38:51,b'RT @UtdJadon_: Werner x Havertz highlights vs Wolves | Best Duo in the League? \xf0\x9f\x98\x8d\n\n#WOLCHE https://t.co/tkSIahWnfD',b'El__Niinho',"b'Paris, France'",152,87,b'\xf0\x9f\x8f\xb4\xe2\x80\x8d\xe2\x98\xa0\xef\xb8\x8f@PSG_inside',en,0,105
2020-12-15 23:38:47,"b""RT @ChelseaFC: GIROOOOUUUUUD! \xe2\x9a\xbd\xef\xb8\x8f\n\n\xf0\x9f\x90\xba 0-1 \xf0\x9f\x94\xb5 [49'] #WOLCHE https://t.co/kMPNTJmrdJ""",b'AanA_RcY05',b'Makassar',366,230,"b'AKB48\xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 \xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3/\xe3\x83\xb2\xe3\x82\xbf\n\xf0\x9f\x91\xb8 Oshimen AKB48 \xe3\x82\xb0\xe3\x83\xab\xe3\x83\x97 : \xe5\xb2\xa1\xe7\x94\xb0\xe5\xa5\x88\xe3\x80\x85\n\xf0\x9f\x91\x89 @officialAKB48G_Staff \xf0\x9f\x91\x8d\n\xf0\x9f\x91\x89 YouTube, Showroom-Live, Twitter \xf0\x9f\x94\x9b'",en,0,1214
2020-12-15 23:38:29,"b""RT @ChelseaFC: Goal for Wolves. Neto. \n\n\xf0\x9f\x90\xba 2-1 \xf0\x9f\x94\xb5 [90'] #WOLCHE""",b'Ayotundeee',b'',435,86,"b'Music Artiste, Fashion Designer, Creator'",en,0,1227
2020-12-15 23:38:24,"b""RT @ChelseaFC: Goal for Wolves. Neto. \n\n\xf0\x9f\x90\xba 2-1 \xf0\x9f\x94\xb5 [90'] #WOLCHE""",b'sattiyawn',b'47810',154,170,b'lfc \xf0\x9f\x9f\xa5\xe2\x9a\xbd',en,0,1227
2020-12-15 23:38:19,b'RT @ma_breezyy: Podence just ended Havertz \xf0\x9f\x98\xad#WOLCHE https://t.co/8DQcuOZtYw',b'RedsLureema',b'',69,4,b'Nothing special',en,0,55
2020-12-15 23:38:12,"b""I'm seeing chelsea fans slander our team more than rival fans\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\x94\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3. Is our fanbase this toxic??\n#ChelseaFC #WOLCHE""",b'julip202',"b'Dar es Salaam, Tanzania'",617,424,b'messi\xf0\x9f\x92\x99\nchelsea supporter\nComputer Scientist\nJunior Software developer',en,0,0
2020-12-15 23:37:47,b'RT @PrinceIkerave: Me as mendy:\nMake I show you my kepabilities \n#WOLCHE #Lampard #Werner #Havertz https://t.co/qJfx8GNkUD',b'HussunM',b'Old Trafford\xee\x80\x98\xee\x80\x98',799,1098,b'Allah first. Cool guy. Football. Basketball. MUFC till i DIE #KendrickLamar #HOV #DC #TMT',en,0,56
2020-12-15 23:37:44,b'RT @Captainjossy: Chelsea and Manchester United are like 5&amp;6. No strategy \xf0\x9f\x98\xad\n\n#WOLCHE https://t.co/GYFJjXnTHk',b'djvickyx',b'',552,46,b'',en,0,46
2020-12-15 23:37:39,b'RT @ChelseaFC: FT. #WOLCHE https://t.co/A0lqCPy39T',b'mwrm10',b'',4953,133,b'tweets 90% weeb stuff n gacha\n10% football\n\nperfectly balanced as all things should be',und,0,981
2020-12-15 23:37:15,b'RT @ChelseaFrance: 55\xe2\x80\x99 Kai Havertz n\xe2\x80\x99est pas dans son match. \n\n#WOLCHE #LiveChelseaFrance https://t.co/0cOKVf267O',b'LaskosBazz',b'Punta Ballena',138,484,"b""Jsuis comme ton dealer j'ai la qualit\xc3\xa9 pour seule promo""",fr,0,34
2020-12-15 23:37:14,b'RT @Wolves: FT | #WOL 2-1 #CHE\n\nDaniel Podence and Pedro Neto both score as Wolves come from behind to take all three points at Molineux. #\xe2\x80\xa6',b'ChamoisDan',b'Wolverhampton',2133,534,"b""Grandad!\nJoined British Rail B'ham '86 as a YTS kid on 16 quid a week - still in rail industry 30+ yrs later #EnProUK \nWolves fan with two grown up children.""",en,0,495
2020-12-15 23:37:13,b'RT @WWFCFancast: \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xad @daniel_podence sent Havertz for a wiener schnitzel\n#WolvesFancast #WOLCHE #wwfc https://t.co/eA3mAU4bcu',b'rbamorris',b'',161,32,"b'Husband, Dad, Son, Brother; Wolves STH, Private Investor; Whisky Lover; You get out of life what you put into it! Views are my own.'",en,0,16
2020-12-15 23:37:10,b'RT @Irunnia_: The tears of Chelsea fans is sweeter than sugar.\n #WOLCHE',b'Alonski101',b'Protest Ground',599,41,"b'God over everything, after that comes my family. football enthusiast. Man Utd, FC Barcelona. A man with new ideas is a madman until he triumphs with it'",en,0,23
2020-12-15 23:37:07,"b'RT @pauxy38: Timo Werner still dey Leipzig..\nYou see the one wey Lampard buy,na Werner Bros\n\n#WOLCHE'",b'OfohKaro',"b'Warri, Nigeria'",385,140,b'just trying  to love my self cause no one will love me the way i love my self.',en,0,164
2020-12-15 23:37:04,b'RT @_collinsville: Kai Havertz adaptation excuse has almost expired #WOLCHE https://t.co/wQuIWH0vCB',b'Fiyin_D_',b'',604,752,b'WOLF. Consider this a Lebron James stan account.',en,0,107
2020-12-15 23:37:03,b'RT @HfutbolW: Daniel Podence got a yellow for being Ashley Westwood.\nGranit Xhaka got a red card for being Ben Chilwell.\nDifferent rules fo\xe2\x80\xa6',b'uche_ndu_',"b'Houston, TX'",1981,2141,"b'Private Figure. Retweets \xf0\x9f\x9a\xab endorsement, sometimes they\xe2\x80\x99re; \xe2\x80\x9cy\xe2\x80\x99all take a look at this tomfoolery.\xe2\x80\x9d Fun fact; I got to close for a plastic surgeon as an MS3 \xf0\x9f\x99\x82'",en,0,2
2020-12-15 23:36:54,"b'RT @jakeheasman: I\xe2\x80\x99m stunned. Lampard just stood on the touchline next to Werner and watched him put in a disgraceful performance, and not\xe2\x80\xa6'",b'fpasha10',b'',782,1011,b'^ The most successful manager in Chelsea history. Never forget your roots. All views are my own.',en,0,305
2020-12-15 23:36:43,"b'RT @JayNaija: Chelsea fans right now, thinking of what will happen tomorrow if Man U Win their match #WOLCHE https://t.co/XsLSRqsKXX'",b'IchieZeb',b'owerri',5866,6899,b'|proudlyIgbo||cook||chesslover||upcomingcivilengineer||Graphic Designer||',en,0,63
2020-12-15 23:36:40,b'RT @SocialVibing: The winning goal against Chelsea (2-1) \xf0\x9f\x98\xa8 \n\n#Chelsea #Werner (Lampard Bone straight) #WOLCHE @chelsea https://t.co/Im1db83\xe2\x80\xa6',b'Poison_KE',"b'Madrid, Nairobi KE'",1870,6519,b'@realmadrid \xe2\x9d\xa4\xef\xb8\x8f',en,0,272
2020-12-15 23:36:37,b'RT @Oloruntosin7: Moment when Werner receive the ball\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#WOLCHE https://t.co/Eeb7hG3jvd',b'HonRonnie',b'Nairobi',876,1269,b'',en,0,96
2020-12-15 23:36:27,b'RT @PrinceIkerave: Me as mendy:\nMake I show you my kepabilities \n#WOLCHE #Lampard #Werner #Havertz https://t.co/qJfx8GNkUD',b'blessin22684020',b'Nigeria',552,249,"b""ifb instantly \nGod's beloved child and also Bisexual but the other sexuality is OBOsexual....if you dont know the meaning, ask Tife""",en,0,56
2020-12-15 23:36:26,b'RT @ChelseaFC: Chelsea team news! \xf0\x9f\x93\x9d\n\n#WOLCHE https://t.co/wjOnC1N510',b'GlenIzii',b'92100 / 92700',910,1032,b'92i \xf0\x9f\x87\xa8\xf0\x9f\x87\xae\xf0\x9f\x87\xab\xf0\x9f\x87\xb7',en,0,2864
2020-12-15 23:36:25,b'RT @OfficialFPL: Goal - PODENCE\nAssist - OTASOWIE\n\nWolves 1-1 Chelsea (66 mins)\n\n#WOLCHE #FPL',b'jackwardle__',b'',263,102,b'@LCFC \xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x92\x99',en,0,87
2020-12-15 23:36:24,"b""RT @AngoKilian: Kai Havertz depuis qu'il est \xc3\xa0 Chelsea :\n#WOLCHE https://t.co/r6jjOuAhWO""",b'UnitedMO10',b'Old trafford',218,43,"b'Chaque jour, fuck Isra\xc3\xabl comme si j\xe2\x80\x99habite \xc3\xa0 gaza \xe2\x81\xb6\xe2\x82\x86\xe2\x81\xb7 \xf0\x9f\x87\xaa\xf0\x9f\x87\xac'",fr,0,104
2020-12-15 23:36:20,b'RT @PrinceIkerave: Me as mendy:\nMake I show you my kepabilities \n#WOLCHE #Lampard #Werner #Havertz https://t.co/qJfx8GNkUD',b'jeu_casi',"b'Lagos, Nigeria'",1559,1582,"b""\xd0\x9c\xd0\xbd\xd0\xb5 \xd0\xbd\xd1\x80\xd0\xb0\xd0\xb2\xd1\x8f\xd1\x82\xd1\x81\xd1\x8f \xd1\x80\xd1\x83\xd1\x81\xd1\x81\xd0\xba\xd0\xb8\xd0\xb5 \xd0\xb4\xd0\xb0\xd0\xbc\xd1\x8b\n\n\n-blood group AA.\n-height 6'1.\n-great sense of humour.""",en,0,56
